380	0.000
390	0.000
400	0.000
410	0.002
420	0.343
430	0.698
440	0.795
450	0.834
460	0.856
470	0.868
480	0.877
490	0.883
500	0.889
510	0.892
520	0.895
530	0.897
540	0.899
550	0.899
560	0.901
570	0.902
580	0.902
590	0.902
600	0.901
610	0.901
620	0.901
630	0.901
640	0.900
650	0.899
660	0.899
670	0.899
680	0.898
690	0.898
700	0.897
710	0.897
720	0.895
730	0.895
740	0.893
750	0.893
760	0.892
770	0.891
780	0.890
